event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best,,,
MZM4200,13-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,1,AIM; Cabo Ligado; Carta de Mocambique; Telegram,Local partner-Other,"Property destruction: On 13 September 2024, Islamist militia burned six houses in Mbau (Mocimboa da Praia, Cabo Delgado). The militia also searched for food. The Islamic State claimed the attack.",0,,1727134597,,,,
MZM4200,13-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Mbau,-11.5892,40.1931,1,AIM; Cabo Ligado; Carta de Mocambique; Telegram,Local partner-Other,"Property destruction: On 13 September 2024, Islamist militia burned six houses in Mbau (Mocimboa da Praia, Cabo Delgado). The militia also searched for food. The Islamic State claimed the attack.",0,,1727134597,,,,
MZM4201,13-Sep-24,2024,1,Political violence,Violence against civilians,Attack,Police Forces of Mozambique (1990-),,1,17,Civilian targeting,508,Eastern Africa,Mozambique,Sofala,Cidade Da Beira,Cidade Da Beira,Beira,-19.8436,34.8389,1,Noticias; O Pais,National-Regional,"On 13 September 2024, police officers tortured a prisoner with a blunt object in the cell of a police station in Beira (Cidade Da Beira, Sofala), and killed him. The man was accused of being part of a gang indicted for aggravated robbery. The man was killed five days after being detained, with signs of aggression. The police claimed the man was detained in a weakened state of health, but the death certificate suggested trauma with a blunt force and boiling liquid, which caused injuries to various parts of the victim, especially his back and legs. His body also had two-degree burns.",1,,1727134597,197418,,,
MZM4201,13-Sep-24,2024,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),Prisoners (Mozambique),7,17,Civilian targeting,508,Eastern Africa,Mozambique,Sofala,Cidade Da Beira,Cidade Da Beira,Beira,-19.8436,34.8389,1,Noticias; O Pais,National-Regional,"On 13 September 2024, police officers tortured a prisoner with a blunt object in the cell of a police station in Beira (Cidade Da Beira, Sofala), and killed him. The man was accused of being part of a gang indicted for aggravated robbery. The man was killed five days after being detained, with signs of aggression. The police claimed the man was detained in a weakened state of health, but the death certificate suggested trauma with a blunt force and boiling liquid, which caused injuries to various parts of the victim, especially his back and legs. His body also had two-degree burns.",1,,1727134597,197418,,,
MZM4191,12-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,FRELIMO: Liberation Front of Mozambique,,3,37,,508,Eastern Africa,Mozambique,Gaza,Massangena,Massangena,Massangena,-21.5789,32.9338,1,Centro de Integridade Publica (CIP),National,"Property destruction: On 12 September 2024, at dawn, suspected Frelimo members set fire to the house of a Technical Secretariat of Electoral Administration (STAE) member representing MDM in Massangena (Massangena, Gaza). Unclear if the woman was at home. Police and the neighborhood leadership arrived at the scene. The incident happened in the context of the upcoming October 2024 general elections.",0,,1726526141,,,,
MZM4191,12-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),MDM: Mozambique Democratic Movement,7,37,,508,Eastern Africa,Mozambique,Gaza,Massangena,Massangena,Massangena,-21.5789,32.9338,1,Centro de Integridade Publica (CIP),National,"Property destruction: On 12 September 2024, at dawn, suspected Frelimo members set fire to the house of a Technical Secretariat of Electoral Administration (STAE) member representing MDM in Massangena (Massangena, Gaza). Unclear if the woman was at home. Police and the neighborhood leadership arrived at the scene. The incident happened in the context of the upcoming October 2024 general elections.",0,,1726526141,,,,
MZM4199,12-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litamanda,-11.8966,40.1097,1,Cabo Ligado,Local partner-Other,"Looting: On 12 September 2024, Islamist militia looted up to five sacks of dried cassava in Litamanda (Macomia, Cabo Delgado).",0,,1727134597,,,,
MZM4199,12-Sep-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litamanda,-11.8966,40.1097,1,Cabo Ligado,Local partner-Other,"Looting: On 12 September 2024, Islamist militia looted up to five sacks of dried cassava in Litamanda (Macomia, Cabo Delgado).",0,,1727134597,,,,
MZM4195,11-Sep-24,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,AIM; Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 11 September 2024, Rwandan military forces helicopters conducted airstrikes targeting Islamist militia in Catupa (Macomia, Cabo Delgado). Casualties unknown.",0,,1727134597,364,,,
MZM4195,11-Sep-24,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Catupa,-11.903,40.2881,1,AIM; Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 11 September 2024, Rwandan military forces helicopters conducted airstrikes targeting Islamist militia in Catupa (Macomia, Cabo Delgado). Casualties unknown.",0,,1727134597,364,,,
MZM4196,11-Sep-24,2024,2,Political violence,Riots,Mob violence,Rioters (Mozambique),FRELIMO: Liberation Front of Mozambique,5,55,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Quelimane,-11.1631,40.3042,1,AIM; Carta de Mocambique,National,"Around 11 September 2024 (week of), FRELIMO and RENAMO supporters clashed with each other in Quelimane (Mocimboa da Praia, Cabo Delgado). Members of the UIR and Zambezia's provincial delegate (from RENAMO) intervened (means unspecified) to calm the situation. Five people were injured (four people from the political parties and one member of the public). Extent of injuries unknown/not reported. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1727134597,2,,,
MZM4196,11-Sep-24,2024,2,Political violence,Riots,Mob violence,Rioters (Mozambique),RENAMO: Mozambican National Resistance,5,55,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Quelimane,-11.1631,40.3042,1,AIM; Carta de Mocambique,National,"Around 11 September 2024 (week of), FRELIMO and RENAMO supporters clashed with each other in Quelimane (Mocimboa da Praia, Cabo Delgado). Members of the UIR and Zambezia's provincial delegate (from RENAMO) intervened (means unspecified) to calm the situation. Five people were injured (four people from the political parties and one member of the public). Extent of injuries unknown/not reported. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1727134597,2,,,
MZM4197,11-Sep-24,2024,2,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Nangade,-11.0772,39.6744,2,Cabo Ligado,Local partner-Other,"Movement of forces: Around 11 September 2024 (as reported), Islamist militia was seen by the Nkundi river 7km from Luneque in the district of Nangade (location coded to Nangade, Nangade, Cabo Delgado). Residents from Luneque fled to Nangade. No violent interactions reported.",0,,1727134597,,,,
MZM4198,11-Sep-24,2024,2,Political violence,Riots,Mob violence,Rioters (Mozambique),FRELIMO: Liberation Front of Mozambique,5,57,Civilian targeting,508,Eastern Africa,Mozambique,Niassa,Cuamba,Cuamba,Cuamba,-14.8031,36.5372,1,AIM; Carta de Mocambique,National,"Around 11 September 2024 (week of), FRELIMO supporters run over a PODEMOS member in Cuamba (Cuamba, Niassa) for supporting PODEMOS' presidential candidate. Extent of injuries unknown/not reported. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1727134597,8643,,,
MZM4198,11-Sep-24,2024,2,Political violence,Riots,Mob violence,Civilians (Mozambique),PODEMOS: Optimistic Party for the Development of Mozambique,7,57,Civilian targeting,508,Eastern Africa,Mozambique,Niassa,Cuamba,Cuamba,Cuamba,-14.8031,36.5372,1,AIM; Carta de Mocambique,National,"Around 11 September 2024 (week of), FRELIMO supporters run over a PODEMOS member in Cuamba (Cuamba, Niassa) for supporting PODEMOS' presidential candidate. Extent of injuries unknown/not reported. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1727134597,8643,,,
MZM4189,10-Sep-24,2024,2,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),,6,60,,508,Eastern Africa,Mozambique,Maputo,Manhica,Manhica,Manhica,-25.4022,32.8072,2,Zitamar,National,"Around 10 September 2024 (as reported), residents blocked (means unspecified) National Road 1 in Mariana in Manhica (Manhica, Maputo), demanding an electricity supply.",0,crowd size=no report,1726526141,7486,,,
MZM4190,10-Sep-24,2024,1,Strategic developments,Strategic developments,Other,Civilians (International),EUEOM: European Union Election Observation Mission,7,70,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,3,Miramar; Noticias,Subnational-National,"Other: On 10 September 2024, the European Union launched the European Union Election Observation Mission in Mozambique (location coded to Maputo, Maputo City, Maputo). The Election Observation Mission aims to contribute to developing inclusive, transparent, credible, fair, and peaceful elections.",0,,1726526141,,,,
MZM4188,10-Sep-24,2024,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Demaio,-11.8069,40.1096,1,Cabo Ligado; Telegram; Zitamar,Local partner-Other,"On 10 September 2024, Islamist militia beat residents and looted food in Demaio (Muidumbe, Cabo Delgado). A man wearing a Frelimo T-shirt was seriously beaten. Extent of injuries unknown/not reported. The militia moved into the forest.",0,,1727125747,2076,,,
MZM4188,10-Sep-24,2024,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Demaio,-11.8069,40.1096,1,Cabo Ligado; Telegram; Zitamar,Local partner-Other,"On 10 September 2024, Islamist militia beat residents and looted food in Demaio (Muidumbe, Cabo Delgado). A man wearing a Frelimo T-shirt was seriously beaten. Extent of injuries unknown/not reported. The militia moved into the forest.",0,,1727125747,2076,,,
MZM4186,9-Sep-24,2024,2,Political violence,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Chimbanga,-11.3795,40.2722,1,AIM; Carta de Mocambique,National,"Around 9 September 2024 (as reported), Islamist militia abducted a man in Chimbanga (Mocimboa da Praia, Cabo Delgado). The man was later released.",0,,1726526141,826,,,
MZM4186,9-Sep-24,2024,2,Political violence,Violence against civilians,Abduction/forced disappearance,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Chimbanga,-11.3795,40.2722,1,AIM; Carta de Mocambique,National,"Around 9 September 2024 (as reported), Islamist militia abducted a man in Chimbanga (Mocimboa da Praia, Cabo Delgado). The man was later released.",0,,1726526141,826,,,
MZM4187,9-Sep-24,2024,1,Political violence,Riots,Mob violence,Rioters (Mozambique),,5,57,Civilian targeting,508,Eastern Africa,Mozambique,Niassa,Marrupa,Marrupa,Marrupa,-13.194,37.4999,1,AIM; Carta de Mocambique,National,"On 9 September 2024, unidentified people tried to kidnap a businessman in Marrupa (Marrupa, Niassa), suspected of giving rooms in his guesthouse to PODEMOS members. The man escaped. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1726526141,15335,,,
MZM4187,9-Sep-24,2024,1,Political violence,Riots,Mob violence,Civilians (Mozambique),Labor Group (Mozambique); PODEMOS: Optimistic Party for the Development of Mozambique,7,57,Civilian targeting,508,Eastern Africa,Mozambique,Niassa,Marrupa,Marrupa,Marrupa,-13.194,37.4999,1,AIM; Carta de Mocambique,National,"On 9 September 2024, unidentified people tried to kidnap a businessman in Marrupa (Marrupa, Niassa), suspected of giving rooms in his guesthouse to PODEMOS members. The man escaped. The incident happened in the context of the upcoming October 2024 general election.",0,crowd size=no report,1726526141,15335,,,
